,제목,채널 명,스트리밍 시작 시간,댓글 작성자,댓글 내용,댓글 작성 시간
0,2021.10.25(월) [깝도이] 생방송! 스타 빨무 팀플 2021-10-25 22:55,깝도이,2021-10-24 17:38:32Z,파닥파닥 79,2021-10-25 22:55:30,송코님 저도 잘모르겠네여 ㅋ
